doc_id,date,source_media,sentences,sentences_en,lsd_fr,lsd_fr_bin,lsd_en,lsd_en_bin,manual,manual_bin,llama323b_en_fr_run1,llama323b_en_fr_run2,llama323b_en_fr_run3,llama323b_en_fr_mean,llama323b_fr_fr_run1,llama323b_fr_fr_run2,llama323b_fr_fr_run3,llama323b_fr_fr_mean,llama323b_en_en_run1,llama323b_en_en_run2,llama323b_en_en_run3,llama323b_en_en_mean,qwq32b_en_fr_run1,qwq32b_en_fr_run2,qwq32b_en_fr_run3,qwq32b_en_fr_mean,qwq32b_fr_fr_run1,qwq32b_fr_fr_run2,qwq32b_fr_fr_run3,qwq32b_fr_fr_mean,qwq32b_en_en_run1,qwq32b_en_en_run2,qwq32b_en_en_run3,qwq32b_en_en_mean,deepseekr1_en_fr_run1,deepseekr1_en_fr_run2,deepseekr1_en_fr_run3,deepseekr1_en_fr_mean,deepseekr1_fr_fr_run1,deepseekr1_fr_fr_run2,deepseekr1_fr_fr_run3,deepseekr1_fr_fr_mean,deepseekr1_en_en_run1,deepseekr1_en_en_run2,deepseekr1_en_en_run3,deepseekr1_en_en_mean,llama3370b_en_fr_run1,llama3370b_en_fr_run2,llama3370b_en_fr_run3,llama3370b_en_fr_mean,llama3370b_fr_fr_run1,llama3370b_fr_fr_run2,llama3370b_fr_fr_run3,llama3370b_fr_fr_mean,llama3370b_en_en_run1,llama3370b_en_en_run2,llama3370b_en_en_run3,llama3370b_en_en_mean,gemma29b_en_fr_run1,gemma29b_en_fr_run2,gemma29b_en_fr_run3,gemma29b_en_fr_mean,gemma29b_fr_fr_run1,gemma29b_fr_fr_run2,gemma29b_fr_fr_run3,gemma29b_fr_fr_mean,gemma29b_en_en_run1,gemma29b_en_en_run2,gemma29b_en_en_run3,gemma29b_en_en_mean,llama321b_en_fr_run1,llama321b_en_fr_run2,llama321b_en_fr_run3,llama321b_en_fr_mean,llama321b_fr_fr_run1,llama321b_fr_fr_run2,llama321b_fr_fr_run3,llama321b_fr_fr_mean,llama321b_en_en_run1,llama321b_en_en_run2,llama321b_en_en_run3,llama321b_en_en_mean,mistral_en_fr_run1,mistral_en_fr_run2,mistral_en_fr_run3,mistral_en_fr_mean,mistral_fr_fr_run1,mistral_fr_fr_run2,mistral_fr_fr_run3,mistral_fr_fr_mean,mistral_en_en_run1,mistral_en_en_run2,mistral_en_en_run3,mistral_en_en_mean,deepseekr1distillllama_en_fr_run1,deepseekr1distillllama_en_fr_run2,deepseekr1distillllama_en_fr_run3,deepseekr1distillllama_en_fr_mean,deepseekr1distillllama_fr_fr_run1,deepseekr1distillllama_fr_fr_run2,deepseekr1distillllama_fr_fr_run3,deepseekr1distillllama_fr_fr_mean,deepseekr1distillllama_en_en_run1,deepseekr1distillllama_en_en_run2,deepseekr1distillllama_en_en_run3,deepseekr1distillllama_en_en_mean,claude35_en_fr_run1,claude35_en_fr_run2,claude35_en_fr_run3,claude35_en_fr_mean,claude35_fr_fr_run1,claude35_fr_fr_run2,claude35_fr_fr_run3,claude35_fr_fr_mean,claude35_en_en_run1,claude35_en_en_run2,claude35_en_en_run3,claude35_en_en_mean,gemini20_en_fr_run1,gemini20_en_fr_run2,gemini20_en_fr_run3,gemini20_en_fr_mean,gemini20_fr_fr_run1,gemini20_fr_fr_run2,gemini20_fr_fr_run3,gemini20_fr_fr_mean,gemini20_en_en_run1,gemini20_en_en_run2,gemini20_en_en_run3,gemini20_en_en_mean,deepseekchat_en_fr_run1,deepseekchat_en_fr_run2,deepseekchat_en_fr_run3,deepseekchat_en_fr_mean,deepseekchat_fr_fr_run1,deepseekchat_fr_fr_run2,deepseekchat_fr_fr_run3,deepseekchat_fr_fr_mean,deepseekchat_en_en_run1,deepseekchat_en_en_run2,deepseekchat_en_en_run3,deepseekchat_en_en_mean,gpt4o_en_fr_run1,gpt4o_en_fr_run2,gpt4o_en_fr_run3,gpt4o_en_fr_mean,gpt4o_fr_fr_run1,gpt4o_fr_fr_run2,gpt4o_fr_fr_run3,gpt4o_fr_fr_mean,gpt4o_en_en_run1,gpt4o_en_en_run2,gpt4o_en_en_run3,gpt4o_en_en_mean
605,2000-02-21,"Figaro, Le","Aujourd'hui, ils commencent à franchir le pas et à s'équiper en Linux.","Today, they are starting to take the plunge and equip themselves in Linux.",0.08333333333333333,positive,0,neutral,0.25,positive,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.8,0.5,0.6666666666666666,1,1,1,1,1,1,1,1,1,0.5,1,0.8333333333333334,1,0.5,0.5,0.6666666666666666,0.5,0.5,1,0.6666666666666666,NA,1,NA,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.2,-0.8,0.033333333333333305,0.8,-1,-0.66,-0.2866666666666667,0.1,0,-0.7,-0.19999999999999998,0.5,0.7,0.7,0.6333333333333333,0.5,0.5,0.5,0.5,0.5,-0.2,0.5,0.26666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.5,0.3,0.36666666666666664,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.5,0.43333333333333335,0.5,0.5,0.5,0.5,0.3,0.5,0.5,0.43333333333333335,0.5,0.5,0,0.3333333333333333,0.5,0.5,0.5,0.5
614,2000-02-04,"Figaro, Le","Mardi dernier, Paris aurait dû inaugurer le Linux Venture, la première grande foire européenne du financement des start-up Linux et des logicielslibres de droits.","Last Tuesday, Paris should have inaugurated the Linux Venture, the first major European Fair for the financing of Linux start-ups and rights software.",0,neutral,0.07142857142857142,positive,0.25,positive,0.5,0.5,0,0.3333333333333333,-0.5,-0.5,0.5,-0.16666666666666666,0.5,0,-0.5,0,1,0.5,1,0.8333333333333334,1,1,1,1,1,1,1,1,1,1,1,1,0.3,1,1,0.7666666666666666,1,NA,NA,1,0,0.5,0,0.16666666666666666,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0.3,-0.5,-0.23333333333333334,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.3,-0.09999999999999999,-0.8,-0.5,0.1,-0.4,-0.8,0.3,-0.8,-0.43333333333333335,0.2,0.5,0.3,0.3333333333333333,0.3,-0.5,-0.5,-0.23333333333333334,-0.3,-0.5,0.5,-0.09999999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,0,0.3,0,0.09999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.3,0.26666666666666666,0.3,0.3,0.3,0.3,-0.3,-0.5,-0.3,-0.36666666666666664,0,0,0,0,0,0,0,0,0,0,0,0
647,1999-03-22,"Devoir, Le","Comet Cursor, par exemple, est une appliquette qui se transforme en publicité au passage d'un site particulier.","Comet Cursor, for example, is an application that turns into advertising on the passage of a particular site.",-0.058823529411764705,negative,0,neutral,0,neutral,0.5,0,0.5,0.3333333333333333,0,0.5,0,0.16666666666666666,0.5,0.5,0,0.3333333333333333,0.5,1,1,0.8333333333333334,1,1,1,1,0,1,1,0.6666666666666666,0,0,0,0,1,0,0,0.3333333333333333,1,NA,NA,1,-0.5,-0.5,-0.5,-0.5,0,0,0,0,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.4,0.3,0.9,0.26666666666666666,-0.8,0,0,-0.26666666666666666,0.5,-0.5,0,0,-0.7,0.5,-0.7,-0.3,-0.5,0,-0.5,-0.3333333333333333,-0.5,0.3,0.5,0.09999999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,-0.3,-0.5,-0.36666666666666664,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5,-0.43333333333333335,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.3333333333333333,0,0,0,0,0,-0.5,-0.5,-0.3333333333333333
648,1999-03-20,"Devoir, Le","«Il s'agit de faire de ces instruments les leviers, devenus transparents, d'une pensée agrandie [ ]; il s'agit s'apprendre à travailler et à collaborer de nouvelles manières; il s'agit d'apprendre à publier aussi, dans la Toile en particulier; il s'agit enfin d'apprendre à explorer, à regarder le monde, à devenir navigateur plutôt qu'à s'accrocher au rôle d'arpenteur».","“It is a question of making these instruments the levers, which have become transparent, of an enlarged thought []; It is about to learn to work and collaborate new ways; It is a question of learning to publish too, in the canvas in particular; It is finally a question of learning to explore, to look at the world, to become a navigator rather than to cling to the role of surveyor ”.",-0.017543859649122806,negative,0.04938271604938271,positive,0.75,positive,0.5,0.3,0.7,0.5,0.5,0.5,0.5,0.5,0.8,0.3,0.5,0.5333333333333333,0.5,1,1,0.8333333333333334,1,1,1,1,0.5,0.5,1,0.6666666666666666,1,1,0.5,0.8333333333333334,1,1,0.6,0.8666666666666667,1,1,NA,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.6666666666666666,0.7,0.7,0.7,0.7,0.5,-0.6,-0.3,-0.13333333333333333,-0.3,-0.2,0,-0.16666666666666666,0.4,-0.55,0,-0.05000000000000001,-0.5,0.5,0.5,0.16666666666666666,0.5,0.3,0.5,0.43333333333333335,0.5,0.5,0,0.3333333333333333,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.43333333333333335
655,1999-02-02,"Figaro, Le","Signes des temps, Intel a insisté sur les aptitudes particulières en ce domaine de son futur Pentium III ; et Microsoft a investi récemment dans une société belge spécialiste en la matière.","Signs of times, Intel insisted on the particular skills in this area of ​​its future Pentium III; And Microsoft recently invested in a Belgian company specializing in the matter.",-0.03125,negative,0,neutral,0.3,positive,0.3,0.5,0.5,0.43333333333333335,0.5,0.5,0.5,0.5,0,0.3,0.5,0.26666666666666666,1,0.3,0.5,0.6,0.5,1,1,0.8333333333333334,1,0,1,0.6666666666666666,1,0,0.5,0.5,0,0,1,0.3333333333333333,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0,0,0,0,0.2,-0.6,0.6,0.06666666666666667,0.5,0,-0.5,0,-0.3,0.5,0,0.06666666666666667,-0.2,0.7,0.5,0.3333333333333333,-0.2,0,-0.3,-0.16666666666666666,-0.5,0.5,0.5,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,-0.1,0.3,0.3,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.23333333333333334,0,0,0,0,0,0,0,0,0,0,0,0
660,1998-12-24,Libération,"Dans le modèle du libre, le patron circule librement sur l'Internet: chaque petite main peut apporter des modifications et bénéficier de celles apportées par ses comparses.","In the free model, the boss circulates freely on the internet: each small hand can make changes and benefit from those made by his storage.",0.11538461538461539,positive,0.10714285714285714,positive,0.5,positive,0.5,0.8,0.3,0.5333333333333333,0.5,0.5,0.5,0.5,0.5,0.3,0.5,0.43333333333333335,0.5,0,1,0.5,1,1,1,1,1,0,0.3,0.43333333333333335,1,0.5,1,0.8333333333333334,0.5,1,0.5,0.6666666666666666,NA,NA,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5666666666666667,0.2,-0.2,0.3,0.09999999999999999,0.2,0.7,0.2,0.36666666666666664,0.7,1,0,0.5666666666666667,-0.3,-1,-0.8,-0.7,0.5,0.5,-0.3,0.23333333333333334,0.7,0.5,0.5,0.5666666666666667,0,-0.5,0.5,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.3,0.3,0.19999999999999998,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0,0.5,0.5,0.3333333333333333,0,0,0,0,0,0.5,0,0.16666666666666666
669,1998-11-10,"Droit, Le (Ottawa, ON)","De simple projet, Linux est aujourd'hui devenu une solution de rechange sérieuse comme système d'exploitation aux Unix commerciaux, Microsoft Windows et MacOS.","From a simple project, Linux has now become a serious spare solution as a operating system with commercial unix, Microsoft Windows and MacOS.",0.09090909090909091,positive,0,neutral,0.5,positive,0.8,0.5,0.5,0.6,0.3,0.3,0.8,0.4666666666666667,0.8,0.5,0.5,0.6,1,1,1,1,1,1,1,1,1,0.5,1,0.8333333333333334,0.5,0,1,0.5,0,0.5,0.5,0.3333333333333333,NA,NA,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5666666666666667,0.7,0.7,0.5,0.6333333333333333,0.5,0.5,0.5,0.5,-0.7,0.5,-0.7,-0.3,-0.8,-0.5,-0.5,-0.6,0.7,-0.2,0.7,0.39999999999999997,0.5,0.5,0.5,0.5,0.8,0.5,0.8,0.7000000000000001,0.5,0.5,0.5,0.5,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5666666666666667,0.7,0.5,0.7,0.6333333333333333,0.7,0.7,0.7,0.7,0.3,0.3,0.4,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.5,0,0.26666666666666666
670,1998-11-08,"Soleil, Le (Québec, QC)","Et qu'en est-il des Office, Clarisworks, Photoshop et jeux de toutes provenances?","And what about the office, clarisworks, photoshop and games of all provenances?",0,neutral,0,neutral,0,neutral,0,0,-0.5,-0.16666666666666666,0.5,0,0,0.16666666666666666,0.3,0,0,0.09999999999999999,1,0,0,0.3333333333333333,1,1,1,1,1,1,1,1,0,0.3,1,0.43333333333333335,0,0.5,0.1,0.2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.8,0.9,-0.03333333333333335,0.8,-0.2,-0.5,0.03333333333333335,0.5,0,0,0.16666666666666666,0.5,0.5,0.5,0.5,0,-0.5,0,-0.16666666666666666,0.3,-0.7,-0.5,-0.3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,-0.2,0,-0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.3,-0.3,-0.26666666666666666,-0.3,-0.3,-0.3,-0.3,-0.5,-0.5,-0.3,-0.43333333333333335,0,0,0,0,0,0,0,0,0,0,0,0
735,2013-05-25,"Devoir, Le","Le "" libre "", comme on dit, offrirait des produits moins restrictifs et plus flexibles.","The ""free"", as they say, would offer less restrictive and more flexible products.",0.13333333333333333,positive,0.15789473684210525,positive,0.5,positive,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.6666666666666666,1,1,1,1,1,0.5,1,0.8333333333333334,0.5,0.5,0.5,0.5,0.5,0.5,0,0.3333333333333333,1,NA,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0.5,-0.9,-0.13333333333333333,-0.5,-0.8,0,-0.43333333333333335,0.5,-0.5,0.5,0.16666666666666666,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.43333333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.5,0.5,0.3,0.43333333333333335,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.36666666666666664
791,2013-01-18,Libération,"Ou un trafiquant qui voulait profiter de biens volés ?»«Pour moi, les accusations dont Aaron Swartz faisaient l'objet n'étaient pas motivées par le profit et ne correspondaient même pas vraiment à du piratage»,indique encore à Libération Christopher Soghoian, spécialiste des nouvelles technologies à l'ACLU, le syndicat de défense des droits civiques, «les procureurs auraient dû montrer plus de retenue sur ce cas-là et se concentrer sur des problèmes plus sérieux».","Or a trafficker who wanted to take advantage of stolen goods? """" For me, the charges of which Aaron Swartz were not motivated by profit and did not even correspond to piracy, ""said Christopher Soghoian, specialist in new aclu technologies, the Civil Rights Union,"" prosecutors should have had more restraint on this case and on more serious problems ”.",-0.028571428571428574,negative,-0.029850746268656716,negative,-0.25,negative,0.3,0.8,0.5,0.5333333333333333,0.5,0.8,0.5,0.6,0.5,0.3,0.3,0.36666666666666664,1,1,1,1,1,1,1,1,0.5,0.5,1,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.7,-0.7,-0.5,-0.6333333333333333,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.7,-0.5,-0.5,-0.5666666666666667,0.5,-0.35,-0.5,-0.11666666666666665,0.5,-0.2,-0.8,-0.16666666666666669,0.3,-0.6,0.3,0,0.3,0.5,0.3,0.36666666666666664,0.3,-0.3,0.5,0.16666666666666666,-0.75,0.5,0.5,0.08333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.7,-0.5,-0.5,-0.5666666666666667,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5,-0.43333333333333335,-0.5,-0.7,-0.7,-0.6333333333333333,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
792,2013-01-16,"Presse, La","""On ne dit pas qu'il y a de la collusion.","""We don't say that there is collusion.",0,neutral,0,neutral,0,neutral,0,0.5,0,0.16666666666666666,-0.5,-0.5,0.5,-0.16666666666666666,0,0,0,0,1,0,1,0.6666666666666666,0,1,1,0.6666666666666666,1,0,1,0.6666666666666666,1,0.1,1,0.7,0,0,1,0.3333333333333333,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.4,0.23333333333333334,0.3,0,0.5,0.26666666666666666,0,0,0,0,-0.5,0.5,0,0,-0.5,-0.5,0,-0.3333333333333333,-0.5,0,-0.5,-0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.2,-0.2,-0.3,-0.23333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,-0.3,-0.5,-0.43333333333333335,-0.5,-0.5,-0.5,-0.5,-0.3,-0.3,-0.3,-0.3,0,0,0,0,0,0,0,0,0,0,0,0
795,2013-01-16,"Journal de Québec, Le","Jusqu'à maintenant, le secteur informatique semble davantage aux prises avec des problèmes de gestion, estime le ministre Stéphane Bédard.","Until now, the IT sector seems more due to management problems, said Minister Stéphane Bédard.",-0.05263157894736842,negative,-0.05555555555555555,negative,-0.5,negative,-0.5,0,-0.5,-0.3333333333333333,-0.5,-0.5,-0.7,-0.5666666666666667,-0.5,-0.5,0,-0.3333333333333333,0.5,0.5,1,0.6666666666666666,1,1,1,1,0.5,1,1,0.8333333333333334,1,0.5,0.5,0.6666666666666666,1,0.5,1,0.8333333333333334,NA,NA,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,0.5,0,0.3333333333333333,0.2,0,0,0.06666666666666667,0,0.5,0,0.16666666666666666,0,0.5,-0.7,-0.06666666666666665,0.5,-0.7,0,-0.06666666666666665,-0.6,-0.3,-0.5,-0.4666666666666667,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.5,-0.5,-0.43333333333333335,-0.3,-0.3,-0.3,-0.3,0,-0.3,-0.3,-0.19999999999999998,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
826,2012-10-27,Libération,Mal au pixel ne se contente pas de dresser un constat pessimiste sur notre avenir connecté.,Poor at the Pixel is not content to draw up a pessimistic observation on our connected future.,0,neutral,-0.1111111111111111,negative,-1,negative,0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,-0.16666666666666666,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.8333333333333334,0.3,0.5,1,0.6,0.5,0.5,1,0.6666666666666666,1,NA,NA,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.3,-0.5,-0.23333333333333334,-0.8,0.3,-1,-0.5,-0.8,-0.8,-0.3,-0.6333333333333333,0,-0.3,-0.7,-0.3333333333333333,0.3,-0.7,-0.5,-0.3,-0.5,-0.5,0,-0.3333333333333333,-0.5,-0.7,-0.3,-0.5,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.5,0.3,0.36666666666666664,-0.3,-0.1,-0.3,-0.23333333333333334,-0.2,-0.5,-0.5,-0.4,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.3,0.3,-0.3,0.09999999999999999,0.1,-0.3,-0.3,-0.16666666666666666,-0.3,-0.3,-0.5,-0.36666666666666664,0,0,0,0,0,0,0.5,0.16666666666666666,0.5,0.5,-0.5,0.16666666666666666
828,2012-10-20,"Monde, Le","C'est en enseignant les programmes et les technologies du logiciellibre, mais aussi en associant les étudiants à son développement selon les modes d'organisation et de collaboration qui lui sont propres que l'on formera les jeunes ingénieurs à ces méthodes collaboratives, à ces approches ouvertes.","It is by teaching the software programs and technologies, but also by associating students with its development according to the methods of organization and collaboration that are their own that we will form young engineers with these collaborative methods, these open approaches.",0.11363636363636363,positive,0.044444444444444446,positive,0.25,positive,0.8,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.6666666666666666,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.7,0.6333333333333333,0.7,0.7,0.7,0.7,0.6,0.5,0.5,0.5333333333333333,0,-0.5,0,-0.16666666666666666,-0.8,-0.8,-0,-0.5333333333333333,0,0,0,0,0.5,0.7,0.7,0.6333333333333333,0.5,0.5,0.5,0.5,0.5,0.8,-0.5,0.26666666666666666,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.5,0.6,0.5,0.5333333333333333,0.3,0.5,0.5,0.43333333333333335,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
840,2012-09-30,"Journal de Montréal, Le","Et si on éliminait une partie du facteur politique justement en nommant non pas un ministre du numérique, mais plutôt un Dirigeant principal de l'information (DPI) qui, tout comme le Vérificateur général ou le Protecteur du citoyen, relèverait du Parlement et non pas d'un ministre ou même, du premier ministre.","And if we eliminated part of the political factor precisely by appointing not a digital minister, but rather a principal information leader (DPI) who, as well as the auditor or the protector of the citizen, would be a matter of the parliament and not of a minister or even, of the Prime Minister.",-0.039999999999999994,negative,0.03508771929824561,positive,0,neutral,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.43333333333333335,0.5,0.5,0.5,0.5,1,0.5,1,0.8333333333333334,1,1,1,1,1,0,1,0.6666666666666666,0,0,0,0,0,0.3,1,0.43333333333333335,1,NA,1,1,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.36666666666666664,0,0,0,0,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.36666666666666664,0.3,0,0.3,0.19999999999999998,-0.7,0.5,0.1,-0.03333333333333332,-0.8,0.8,-0.8,-0.26666666666666666,-0.8,0.5,0.5,0.06666666666666665,-0.2,-0.5,0.5,-0.06666666666666667,0,0.3,0.3,0.19999999999999998,-0.3,-0.5,0.7,-0.03333333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,0.3,-0.3,-0.1,-0.03333333333333333,0,0,0,0,0.2,0.3,0.2,0.23333333333333334,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
